text,label,label_name
目前应该主动还是等待,general,综合/其他
帮我看看目前应该主动还是等待会有好结果吗,general,综合/其他
帮我看看目前应该主动还是等待应该怎么办,general,综合/其他
最近目前应该主动还是等待会有好结果吗,general,综合/其他
最近目前应该主动还是等待谢谢,general,综合/其他
我该如何面对这个问题,general,综合/其他
帮我看看我该如何面对这个问题麻烦分析一下,general,综合/其他
帮我看看我该如何面对这个问题给我一点建议,general,综合/其他
请问我该如何面对这个问题给我一点建议,general,综合/其他
请问我该如何面对这个问题,general,综合/其他
最近有什么需要避开的事,general,综合/其他
帮我看看最近有什么需要避开的事应该怎么办,general,综合/其他
帮我看看最近有什么需要避开的事给我一点建议,general,综合/其他
想问一下最近有什么需要避开的事应该怎么办,general,综合/其他
想问一下最近有什么需要避开的事谢谢,general,综合/其他
这件事有没有贵人帮助,general,综合/其他
帮我看看这件事有没有贵人帮助会有好结果吗,general,综合/其他
帮我看看这件事有没有贵人帮助应该怎么办,general,综合/其他
请问这件事有没有贵人帮助,general,综合/其他
请问这件事有没有贵人帮助给我一点建议,general,综合/其他
我应该保守一点还是积极一点,general,综合/其他
我想知道我应该保守一点还是积极一点应该怎么办,general,综合/其他
我想知道我应该保守一点还是积极一点,general,综合/其他
最近我应该保守一点还是积极一点,general,综合/其他
最近我应该保守一点还是积极一点给我一点建议,general,综合/其他
现在时机成熟了吗,general,综合/其他
请问现在时机成熟了吗谢谢,general,综合/其他
请问现在时机成熟了吗,general,综合/其他
帮我看看现在时机成熟了吗麻烦分析一下,general,综合/其他
帮我看看现在时机成熟了吗给我一点建议,general,综合/其他
这段时间会有好消息吗,general,综合/其他
想问一下这段时间会有好消息吗给我一点建议,general,综合/其他
想问一下这段时间会有好消息吗麻烦分析一下,general,综合/其他
请问这段时间会有好消息吗麻烦分析一下,general,综合/其他
请问这段时间会有好消息吗给我一点建议,general,综合/其他
我应该如何调整方向,general,综合/其他
想问一下我应该如何调整方向麻烦分析一下,general,综合/其他
想问一下我应该如何调整方向,general,综合/其他
帮我看看我应该如何调整方向给我一点建议,general,综合/其他
帮我看看我应该如何调整方向,general,综合/其他
接下来一个月运势如何,general,综合/其他
最近接下来一个月运势如何,general,综合/其他
最近接下来一个月运势如何麻烦分析一下,general,综合/其他
我想知道接下来一个月运势如何谢谢,general,综合/其他
我想知道接下来一个月运势如何,general,综合/其他
现在做决定合适吗,general,综合/其他
最近现在做决定合适吗,general,综合/其他
最近现在做决定合适吗谢谢,general,综合/其他
现在做决定合适吗谢谢,general,综合/其他
我该怎么让事情变顺,general,综合/其他
我想知道我该怎么让事情变顺谢谢,general,综合/其他
我想知道我该怎么让事情变顺应该怎么办,general,综合/其他
请问我该怎么让事情变顺给我一点建议,general,综合/其他
请问我该怎么让事情变顺,general,综合/其他
